Judul,Penulis,Link,Abstrak
Klasifikasi Tumor Otak Pada Citra MRI Menggunakan en-CNN.,"Tjahyaningtijas, Hapsari Peni Agustin",http://repository.its.ac.id/87168/,"Tumor otak adalah salah satu penyakit yang paling umum terjadi pada sistem saraf pusat dan sifatnya berbahaya. Diagnosis dini sangat penting untuk perawatan pasien yang tepat. Klasifikasi biner tumor otak yang sering dicirikan dengan tumor otak ganas dan jinak yang melibatkan multi-sekuen MRI (T1, T2, T1CE, dan FLAIR), membuat pekerjaan ahli radiologi membosankan dan rawan terjadinya kesalahan. Pada penelitian ini, dikembangkan metode klasifikasi melalui tahap segmentasi dan metode klasifikasi langsung tanpa mealui tahap segmentasi untuk membantu proses klasifikasi tumor otak oleh ahli. Untuk metode klasifikasi melalui segmentasi, fokus penelitian terdapat pada pengembangan metode segmentasi otomatis untuk segmentasi tumor otak ganas yaitu Glioblastoma (GBM) dan tumor otak jinak yaitu Low Grade Glioma (LGG). Metode segmentasi dikembangkan menggunakan modifikasi U-Net. Arsitektur U-Net dievaluasi berdasarkan jumlah epoch dan nilai drop-out untuk mencapai arsitektur yang paling sesuai. Dari hasil eksperimen, model arsitektur yang paling sesuai untuk segmentasi tumor otak  adalah arsitektur modifikasi U-Net atau mU-Net dengan jumlah epoch 90 dan nilai lapisan drop out 0,5. Hasil kinerja segmentasi ditunjukkan dengan nilai dice score sebesar 0,909 yang lebih besar dari penelitian sebelumnya. Metode segmentasi yang diusulkan mampu meningkatkan akurasi klasifikasi tumor otak sebesar 95,65% menggunakan DNN. Nilai akurasi tersebut 2,7% lebih tinggi dari pada jika menggunakan metode SVM yaitu sebesar 92,9%. Dilain pihak, beberapa metode klasifikasi berdasarkan deep learning  digunakan untuk mengklasifikasikan tumor otak. Performa masing-masing model sangat bergantung pada arsitektur CNN yang digunakan. Karena kompleksitas arsitektur CNN yang ada, penyetelan hyperparameter menjadi masalah dalam penerapannya. Pada penelitian ini diusulkan metode CNN yang disebut dengan en-CNN untuk mengatasi masalah ini. Metode ini didasarkan pada VGG-16 yang terdiri dari tujuh jaringan konvolusi, empat ReLU, dan empat max-pooling. Metode yang diusulkan digunakan untuk memfasilitasi penyetelan hyperparameter. Metode ini merupakan pendekatan dimana klasifikasi tumor otak dilakukan secara langsung tanpa terlebih dahulu melakukan proses segmentasi. Pendekatan baru terdiri dari tahapan berikut: preproses, augmentasi citra, dan penerapan metode en-CNN. Klasifikasi tumor otak dilakukan  menggunakan empat sekuen MRI T1, T1CE, T2, dan FLAIR. Metode yang diusulkan memberikan akurasi pada dataset MRI multi-sekuen BraTS 2018 dengan akurasi 95,5% untuk T1, 95,5% untuk T1CE, 94% untuk T2, dan 97% untuk FLAIR dengan ukuran mini-batch 128 dan epoch 200 menggunakan fungsi optimasi ADAM. Akurasinya 4% lebih tinggi dari penelitian sebelumnya dalam dataset yang sama.=====================================================================================================Brain tumors are one of the most common diseases of the central nervous system and are dangerous in nature. Early diagnosis is essential for proper patient care. Radiologists need an automated system to identify brain tumor images. The tumor identification process is a tedious and error-prone task. In addition, the binary classification of brain tumors which are often characterized by malignant and benign brain tumors involving multi-sequence MRI (T1, T2, T1CE, and FLAIR), makes the work of radiologists quite challenging. In this study, a classification method was developed through the segmentation stage. and the direct classification method without going through the segmentation stage. For the classification method through segmentation, the research focus is on the development of automatic segmentation methods using U-Net modifications. The U-Net architecture was evaluated based on the number of epochs and drop-out values to achieve the most suitable architecture for automatic segmentation of glioblastoma brain tumors. From the experimental results, the most suitable architectural model for brain tumor segmentation is the mU-Net architecture with 90 epochs and a dropout layer value of 0.5. The results of segmentation performance are indicated by a dice score of 0.909, which is greater than the previous study. Using DNN, the proposed segmentation method can improve the accuracy of brain tumor classification by 95.65%. The accuracy value is 2.7 % higher than 92.9 % when using the SVM method.On the other hand, several classification methods based on deep learning are used to classify brain tumors. The performance of each model is highly dependent on the CNN architecture used. Due to the complexity of the existing CNN architecture, hyperparameter tuning is a problem in its implementation. In this study, a CNN method called en-CNN is proposed to overcome this problem. This method is based on VGG-16 which consists of seven convolution networks, four ReLUs, and four max-poolings. The proposed method is used to facilitate hyperparameter tuning. This method is an approach where the classification of brain tumors is done directly without first doing the segmentation process. The new approach consists of the following stages: preprocessing, image augmentation, and application of the en-CNN method. Brain tumor classification was performed using four MRI sequences T1, T1CE, T2, and FLAIR. The proposed method provides an accuracy of the 2018 BraTS multi-sequence MRI dataset with an accuracy of 95.5% for T1, 95.5% for T1CE, 94% for T2, and 97% for FLAIR with mini-batch sizes of 128 and epoch 200 using the function ADAM optimization. The accuracy is 4% higher than previous studies in the same dataset"
Analisis Sentimen Terhadap Tweets Samsung Indonesia Menggunakan Metode Support Vector Machine.,"Triantoro, Aris Rendyansyah",http://repository.its.ac.id/90797/,"Samsung sebagai perusahaan smartphone terkemuka di dunia merupakan perusahaan yang memproduksi berbagai jenis perangkat teknologi. Teknologi sebagai penggerak peradaban manusia sangatlah penting. Namun, seiring berjalannya waktu perlu dilakukan peningkatan dan evaluasi secara bertahap agar dapat memenuhi kebutuhan dengan baik dan menghindari hal-hal yang tidak diinginkan.  

Media sosial Twitter adalah aplikasi yang memungkinkan pengguna untuk menulis tentang berbagai topik dan mendiskusikan isu-isu terkini. Layanan yang tersedia memungkinkan pengguna untuk mengirim tweet atau me-retweet pesan yang telah dibagikan. Dengan adanya Twitter, masyarakat menjadi lebih mudah untuk berpendapat. Pendapat yang disampaikan publik merupakan masukan yang sangat berharga dan dapat menjadi instrumen evaluasi. Pendapat-pendapat tersebut dapat dianalisis sehingga diperoleh informasi, tetapi dalam praktiknya, pengolahan data teks memerlukan metode yang tepat agar informasi yang dihasilkan dapat membantu banyak pihak dalam mendukung suatu keputusan atau pilihan.  

Analisis sentimen adalah pengklasifikasian dokumen teks ke dalam kelas sentimen, seperti positif dan negatif. Penelitian ini bertujuan untuk mengklasifikasikan tweet masyarakat terhadap perusahaan Samsung Indonesia di media sosial Twitter menggunakan metode Support Vector Machine dengan sumber data dari crawling tweet menggunakan kata kunci samsungid melalui Twitter API. Hasil penelitian menunjukkan bahwa jumlah tweet dengan sentimen negatif sebesar 13,37%, sentimen positif 26,01%, dan sentimen netral 60,60%. Model terbaik untuk mengklasifikasikan data tweet dengan SVM adalah menggunakan pembagian data dengan 80% data pelatihan dan 20% data pengujian serta nilai C = 1.================================================================================Samsung as the world's leading smartphone company is a company that produces various types of technological devices. Technology as the driving force of human civilization is very important. However, in the course of time it is necessary to improve and evaluate gradually in order to satisfy needs properly and avoid undesirable things.Social media Twitter is an application that allows users to write about various topics and discuss current issues. Services are available to send tweets or re-tweets messages that have been shared. With the existence of Twitter this makes it easier for people to have an opinion. The opinion expressed by the public is a very valuable input and can be an instrument for evaluating. These opinions can be analyzed so that information can be obtained, but in practice, processing a text data requires an appropriate method so that the information generated can help many parties to support a decision or choice.Sentiment analysis is the classification of text documents into sentiment classes, such as positive and negative. This study aims to classify the community's tweets against the Samsung Indonesia company on Twitter social media using the Support Vector Machine method by using the data source from crawling tweets with samsungidas the reference keyword using the Twitter API. This research results that the number of tweets with negative sentiment is 13.37%, positive sentiment is 26.01%, and neutral sentiment is 60.60% tweets and the best model for classifying tweet data with SVM is to use data sharing by sharing training data by 80% and testing data by 20% and using value C = 1."
Sentiment Analysis of Public Figure News using Sentiment Lexicon and Machine Learning.,"Tsabit, Fitriana Zahirah",http://repository.its.ac.id/100969/,"Dalam dunia politik maupun dunia bisnis penilaian yang dibentuk media dapat menjadi sebuah citra dari seseorang. Citra seseorang merupakan komponen penting bagi seorang publik figur untuk mendapatkan popularitas dan keuntungan secara finansial. Saat ini dunia informasi berkembang dengan cepat sehingga lebih mudah mendapatkan informasi melalui situs berita online. Di Indonesia salah satu situs beritaonline terbesar yaitu Detik.com. Situs berita online menyediakan informasi dalam berbagai bentuk (teks, video atau gambar) dengan membaginya sesuai dengan topik-topik tertentu. Sehingga, dapat dilakukan sentimen analisis untuk mengetahui citra publik figur dari situs berita online melalui penerapan metode machine learning yaitu klasifikasi. Data yang digunakan berasal dari situs berita online yang diambil dengan cara scraping. Tahapan yang dilakukan preprocessing, gabungan score feature extraction menggunakan kamus lexicon, InSet, SentIl, Emolex dan juga terhadap gabungan kamus EmoTil (Emolex dan SentIl), EmoSet (Emotil dan InSet) dan SenSet (InSet dan SentIl) dengan TFIDF. Hasil dari penggabungan ini digunakan untuk klasifikasi machine learning dengan algoritma SVM dan Logistic Regression. Model yang telah dibangun akan dievaluasi dengan membandingkan nilai akurasi dari cross validation. Hasil akurasi terbesar dan terkecil akan dilakukan penembahan parameter untuk meningkatkan hasil dari rata-rata cross validation. Hasil dari akurasi terbesar adalah SVM dengan selisih 1.2% dengan Logistic Regression=================================================================================================================================In the world of politics and business, the judgment formed by the media can become an image of a person. A person's image is essential for a public figure to gain popularity and financial benefits. The world of information is developing rapidly, making it easier to get information through online news sites. In Indonesia, one of the largest online news sites is Detik.com. Online news sites provide information in various forms (text, video, or images) by dividing it according to specific topics. Thus, an analysis of sentiment can be carried out to determine the image of public figures from online news sites through machine learning methods, namely classification. The data used comes from online news sites taken by scraping. The stages carried out are preprocessing, combined score feature extraction using lexicon dictionaries, InSet, SentIl, and Emolex and also against the combined dictionaries EmoTil (Emolex and SentIl), EmoSet (Emotil and InSet) and SenSet (InSet and SentIl) with TFIDF. The result of this combination is used for machine learning classification with SVM and Logistic Regression algorithms. The model that has been built will be evaluated by comparing the accuracy value of cross validation. The largest and smallest accuracy results will be parameterised to improve the results of the average cross validation. The result of the greatest accuracy is SVM with a difference of 1.2% with Logistic Regression."
Penerapan Algoritma Blocplan Sebagai Metode Desain Terminal Regasifikasi Gas Alam Cair (LNG).,"Ulfauzi, Zaki",http://repository.its.ac.id/80801/,"Dalam perancangan tata letak fasilitas yang menggunakan aplikasi, seperti dalam bidang teknik sipil, perkapalan, arsitektur, banyak sistem algoritma perancangan yang telah dikembangkan. Algoritma perancangan merupakan salah satu metode pendekatan dalam perancangan dimana sistem komputer telah diolah dengan beberapa rumus untuk menghasilkan rancangan secara otomatis dan efisien. Peneliti mencoba menggunakan salah satu algoritma perancangan untuk mendesain layout terminal LNG yang disebut algoritma BLOCPLAN. Algoritma BLOCPLAN digunakan untuk meningkatkan efisiensi pemanfaatan ruang dan penempatan fasilitas. BLOCPLAN bekerja dengan menghasilkan beberapa tata letak terminal dengan sistem penilaian langsung. Desain yang paling efisien akan dipilih dari desain yang dihasilkan setelah proses analisis ulang. Dalam menentukan fasilitas terminal utama, Excel Solver juga digunakan untuk memilih skenario terbaik dengan parameter modal investasi yang rendah. Dalam penelitian ini, 15 layout dihasilkan oleh algoritma. Untuk proses perankingan, metode AHP digunakan untuk mengubah karakter skor dari cost criteria menjadi benefit criteria. Nilai bobot untuk masing-masing skor adalah 0.1 untuk Adj.Score, 0.3 untuk R.Score, dan 0.6 untuk Rel-Dist Score. Dari hasil pemeringkatan, layout nomor 14 menjadi rekomendasi terbaik dengan total skor 0.14987.======================================================================================================================================================================In the layout design of buildings using applications, such as in the fields of civil engineering, shipping, architecture, many design algorithm systems have been developed. Design algorithm is an approaching method in design where the computer system has been processed with several formulas to produce designs automatically and efficiently. The researcher tries to use one of the design algorithms for designing the LNG terminal layout, called the BLOCPLAN algorithm. The BLOCPLAN algorithm is used to improve the efficiency of space utilization and facility placement. BLOCPLAN works by generating several terminal layouts with a direct appraisal system. A most efficient design will be selected from generated designs after the re-analysis process. In determining the main terminal facilities, Excel Solver is also used to choose the best scenario with low investment capital. In this research, 15 layouts are generated by the algorithm. For the ranking process, the AHP method is used to change the character of the score from the cost criteria to the benefit criteria. The weighted value of each score is 0.1 for Adj.Score, 0.3 for R.Score, and 0.6 for the Rel-Dist Score. From the ranking results, layout number 14 is the best recommendation with a total score of 0.14987."
Model Traffic Forecasting dengan RNN-Based Deep Learning dan Explainable Artificial Intelligence.,"Ulhaq, Naufal Dhiya",http://repository.its.ac.id/106242/,"Peningkatan konsep smart city yang didorong oleh kemajuan Internet of Things (IoT), telah mengubah lanskap perkotaan modern. Salah satu pilar utama dari hal ini adalah Intelligent Transportation System (ITS), di mana model traffic forecasting menjadi perangkat kunci dari sistem ini. Penelitian ini bertujuan untuk mengembangkan model forecasting yang tidak hanya akurat tetapi juga mudah dipahami, dengan menggunakan pendekatan Recurrent Neural Network (RNN) dan menerapkan Explainable Artificial Intelligence (XAI). Hasil pengujian menunjukkan bahwa model dengan algoritma Bidirectional Long Short-Term Memory (BiLSTM) yang merupakan pengembangan RNN, mencapai kinerja terbaik. Model tersebut berhasil mencapai nilai Mean Absolute Error (MAE) sebesar 163,13, Root Mean Square Error (RMSE) sebesar 241,62, dan Mean Absolute Percentage Error (MAPE) sebesar 8,03%. Penggunaan XAI, khususnya metode Shapley Additive Explanations (SHAP), mengungkapkan bahwa fitur ""traffic_volume"" dan timestep pada 1 jam terakhir memberikan kontribusi terbesar dalam pengambilan keputusan model. Lebih lanjut, penelitian ini berhasil mengintegrasikan model dan XAI ke dalam aplikasi website berbasis Flask. Integrasi ini memberikan akses untuk melihat riwayat forecasting, nilai shap value, feature importance, dan dataset. Aplikasi tersebut juga menyertakan formulir untuk input data baru dan tabel dataset.====================================================================================================================================The rise of the smart city concept, driven by the advancement of the Internet of Things (IoT), has changed the modern urban landscape. One of its main pillars is the Intelligent Transportation System (ITS), where traffic forecasting models are a key tool of this system. This research aims to develop a forecasting model that is not only accurate but also easy to understand, by using a Recurrent Neural Network (RNN) approach and applying Explainable Artificial Intelligence (XAI). The results showed that the model with the Bidirectional Long Short-Term Memory (BiLSTM) algorithm, which is a development of RNN, achieved the best performance. The model managed to achieve a Mean Absolute Error (MAE) value of 163.13, Root Mean Square Error (RMSE) of 241.62, and Mean Absolute Percentage Error (MAPE) of 8,03%. The use of XAI, specifically the Shapley Additive Explanations (SHAP) method, revealed that the ""traffic_volume"" feature and the timestep of the last 1 hour contributed the most to the model's decision making. Furthermore, this research successfully integrated the model and XAI into a Flask-based website application. This integration provides access to view forecasting history, shap value, feature importance, and datasets. The application also includes a form for new data input and a dataset table."
Peningkatan Akurasi Klasifikasi Kemurnian Daging Sapi Berbasis Electronic Nose Dengan Menggunakan Ensemble Method.,"Ulhaq, Azzam Jihad",http://repository.its.ac.id/84701/,"Daging sapi merupakan salah satu jenis daging yang sering dikonsumsi oleh manusia. Namun, pencampuran jenis daging sapi dengan daging lainnya seperti daging babi dilakukan dalam praktik jual beli dalam rangka mendapatkan keuntungan yang lebih. Hal ini tidak hanya mengurangi kepercayaan publik tentang keaslian daging juga membahayakan kesehatan dan melanggar aturan-aturan agam tertentu. Dalam penelitian ini, kami merancang dan mengusulkan sistem yang lebih akurat dalam melakukan klasifikasi kemurnian daging sapi berdasarkan data sampel aroma yang ditangkap oleh electronic nose.Sistem ini dibangun melalui tujuh tahap: pengambilan sampel data menggunakan electronic nose yang dibuat dari sensor gas dan Arduino; praproses data sensor; ekstraksi fitur statistik; hyperparameter tunning; seleksi fitur menggunakan ANOVA; klasifikasi menggunakan metode SVM, LDA dan MLP; dan peningkatan akurasi menggunakan ensemble method.Hasil penelitian menunjukkan bahwa sistem ini dapat membedakan daging sapi yang dicampur dengan daging babi dengan perbandingan 0%, 10%, 25%, 50%, 75%, 90%, dan 100% dengan akurasi 89,71% menggunakan Bagging MLP.======================================================================================================Beef is a type of meat that is often consumed by humans. However, mixing types of beef with other meats such as pork is carried out in buying and selling to get more profit. The adulteration undermines public belief in meat's authenticity and harms health, and violates specific religious rules. In this study, we designed and proposed a more accurate system for classifying beef purity based on the aroma sample data captured by the electronic nose.This system has seven stages: data sampling using an electronic nose made from the gas sensor and Arduino; preprocessing sensor data; statistical feature extraction; hyperparameter tunning; feature selection using ANOVA; classification using the SVM, LDA, and MLP methods; and improved accuracy using the ensemble method.The results showed that this system could distinguish beef mixed with pork with a ratio of 0%, 10%, 25%, 50%, 75%, 90%, and 100% with an accuracy of 89.71% using Bagging MLP."
News Classification Using Ensemble Learning Approach.,"Utomo, Erlangga Wahyu",http://repository.its.ac.id/117829/,"The amount of information published online every day can be overwhelming, making it difficult to effectively manage and categorize. This research addresses this problem by combining multiple machine learning and deep learning models in a method known as ensemble learning. Using a set of Huffpost News from Kaggle, the study integrates traditional models, such as logistics regression, random forests and Support for Vector Machines (SVM) with advanced approaches deep learning, such as Long Short Term Memory (LSTM), Bidirectional Long Short Term Memory (BiLSTM) with a mechanism for attention, and the introduction of layers. The data preparation process included cleaning the text, removing unnecessary characters and the conversion of text into numerical forms using Word2Vec embedding field These features were then fed into an ensemble model that combined predictions from different classifiers using a method called soft voting, improving the overall accuracy and reliability of the classification process. To confirm the results, the model was tested using various departments of learning data and test data (80-20 reports). The results indicate that the ensemble model achieved an overall accuracy of 60.19%, outperforming individual models. Among the individual models, BiLSTM with Attention achieved the highest accuracy of 63.9%, followed by LSTM at 54.7%, Random Forest at 48.3%, Logistic Regression at 58.2%, and SVM at 57.5%. Among the individual models, BiLSTM with Attention achieved the best performance, demonstrating its effectiveness in understanding sentence structure and capturing complex patterns in news content. Even though it differs not so much from the individual model, the ensemble still has the best accuracy because it combines all the individual models and combines preprocessing data between machine learning and deep learning, However, the training process for the ensemble model required significant computational resources, taking 10 days to complete."
Nowcasting Jumlah Penduduk dengan Metode Support Vector Regression (SVR) dan Multi-Output Support Vector Regression (M-SVR).,"Vinahari, Riyan Zulmaniar",http://repository.its.ac.id/104274/,"Data dan informasi statistik beserta proyeksinya merupakan dasar penting untuk perencanaan dan evaluasi pembangunan nasional di masa mendatang khususnya jangka menengah maupun jangka panjang. Data tersebut tidak dapat dipenuhi melalui sistem registrasi sehingga data-data diperoleh dari sensus dan survei yang dilakukan Badan Pusat Statistik (BPS) untuk digunakan sebagai dasar proyeksi. Metode proyeksi penduduk yang umum digunakan di berbagai negara dan masih menjadi metode proyeksi penduduk Indonesia adalah Cohort Component Model (CCM). Akan tetapi, metode ini mempunyai beberapa kelemahan sehingga diperlukan metode baru yang lebih akurat salah satunya melalui metode nowcasting. Analisis time series tidak hanya dilakukan menggunakan statistika klasik, tetapi juga machine learning (ML). Metode ML mempunyai performa lebih unggul dibandingkan dengan metode statistika klasik. Algoritma ML yang umum digunakan untuk nowcasting adalah Support Vector Regression (SVR) dan Multi-output SVR (M-SVR). SVR juga mampu menghasilkan performa bagus dalam proyeksi di berbagai macam bidang. Akan tetapi SVR hanya mampu menangani single output. Sedangkan M-SVR mampu menangani permasalahan regresi multi-output seperti jumlah penduduk di beberapa provinsi di Pulau Jawa yang saling berkorelasi. Data yang digunakan bersumber dari BPS dengan variabel output jumlah penduduk di Provinsi DKI Jakarta, Jawa Barat, Jawa Tengah, dan Jawa Timur. Variabel input yang digunakan yaitu jumlah pelanggan listrik kelompok rumah tangga, jumlah angkatan kerja, jumlah rumah tangga, kepadatan penduduk (jiwa/km2), PDRB komponen PKRT ADHK (miliar Rp). Periode data yang digunakan merupakan data tahunan dari tahun 1985 sampai 2022. Pemilihan model terbaik dilakukan dengan membandingkan nilai RMSE dan MAPE out sample nowcasting model SVR dan M-SVR. Hasil penelitian menunjukkan bahwa berdasarkan nilai kebaikan model, nowcasting model SVR mempunyai performa yang lebih baik dibandingkan model M-SVR yang ditunjukkan dari nilai MAPE out sample nowcasting model SVR yang lebih kecil dibanding model M-SVR untuk seluruh variabel output. Selain itu, proyeksi penduduk hasil dari metode nowcasting memberikan performa yang lebih baik dibandingkan dengan metode CCM.===================================================================================================================================Statistical data and information, as well as their projections are an important basis for planning and evaluation of future national development, especially in the medium and long term development. These data cannot be provided through the population registration system. Hence, the data obtained from censuses and surveys conducted by Badan Pusat Statistik (BPS- Statistics Indonesia). The common method is Cohort Component Method (CCM). CCM is widely used in many countries including Indonesia, which still be utilized by BPS. Unfortunately, this method has several drawbacks, and therefore, more accurate method is required to outperform CCM. One of these methods is nowcasting. Time series analysis can now be conducted not only using classical statistical but also machine learning (ML). Machine learning is a new method in statistical forecasting that shows an excellent performance compared to classical statistical methods. Machine learning algorithms that are commonly used in sequential analysis are Support Vector Regression (SVR) and Multioutput SVR (MSVR) where both of these algorithms can perform nowcasting. SVR is also capable of producing excellent projections in a variety of disciplines. However, SVR is only able to handle single output. Meanwhile, M-SVR is capable of handling multi-output regression problems such as the number of populations in several provinces in Java Island which are correlated with each other. The data used was obtained from the BPS, and the output variable is the population of DKI Jakarta, West Java, Central Java, and East Java Provinces.  The variables used as inputs are the number of electricity consumers for the household group, the number of workers, the number of households, the population density (people/km2), and the GRDP of the PKRT ADHK component (billion Rp). The data period used spans from 1985 to 2022 with annual data. Comparing the SVR and MSVR models' RMSE and MAPE values enables the selection of the optimal model. The results showed that based on the quality of the model, the SVR nowcasting model outperformed the M-SVR model, as shown by the SVR nowcasting model's out sample MAPE value, which was lower for all output variables than MAPE value from M-SVR. In addition, the efficacy of the population projections derived from the nowcasting method is outperform than CCM method."
Pengembangan Sistem Deteksi Kebocoran Air Berbasis Support Vector Machine Pada Jaringan Distribusi Air Di Perumda Air Minum Tugu Tirta Malang.,"Wicaksana, Farhan Arief",http://repository.its.ac.id/109411/,"Di Indonesia, PDAM (Perusahaan Daerah Air Minum) mendistribusikan air minum kepada masyarakat melalui jaringan pipa. Pada penggunaan jaringan pipa, seringkali pipa ditempatkan di bawah tanah di area luas, menyulitkan operator untuk memantau aliran air dan kondisi pipa karena keterbatasan peralatan dan tenaga. Oleh karena itu, penelitian ini menggunakan Artificial Intelligence sebagai opsi metode deteksi kebocoran air dengan memprediksi tekanan yang tercatat pada datalogger DMA(District Meter Area). Algoritma SVM (Support Vector Machine)  yang digunakan sendiri untuk memprediksi hasil tekanan pada DMA yang dianalisis. Dalam penelitian tugas akhir ini, setelah melalui studi literatur dan lapangan, kemudian hasil dari software tersebut akan dimasukkan kedalam algoritma SVM. Hasil menunjukkan untuk perfomansi algoritma pada ukuran kebocoran pada DMA TL 2.2I memiliki nilai akurasi sebesar 93.5% dan F1 score sebesar 93.25% dan untuk perfomansi algoritma pada lokalisasi area kebocoran memiliki nilai akurasi sebesar 93.30% dan F1 score sebesar 93.80%. Kemudian untuk perbedaan perfomansi menggunakan data lapangan memiliki perbedaan nilai, untuk nilai akurasi dari pemodelan ukuran kebocoran menggunakan data lapangan yaitu sebesar 82.10% dan F1 score 90% serta untuk pemodelan lokalisasi area kebocoran yaitu memiliki nilai akurasi sebesar 85.71% dan F1 score 92 %. Dengan nilai perfomansi seperti yang ditunjukan pada pemodelan, maka dapat disimpulkan algoritma SVM dapat digunakan untuk mendeteksi adanya kebocoran air pada jaringan distribusi air.====================================================================================================================================In Indonesia, PDAMs (Regional Water Supply Companies) distribute drinking water to the public through pipelines. In the use of pipelines, pipes are often placed underground in large areas, making it difficult for operators to monitor water flow and pipe conditions due to limited equipment and manpower. Therefore, this research uses Artificial Intelligence as an option for water leak detection methods by predicting the pressure recorded in the DMA (District Meter Area) datalogger. The SVM (Support Vector Machine) algorithm is used alone to predict the pressure results on the analyzed DMA. In this final project research, after going through literature and field studies, then the results of the software will be entered into the SVM algorithm. The results show that the algorithm performance on leakage size in DMA TL 2.2I has an accuracy value of 93.5% and F1 score of 93.25% and for the algorithm performance on leakage area localization has an accuracy value of 93.30% and F1 score of 93.80%. Then for the difference in performance using acquisition data has a difference in value, for the accuracy value of the leak size modeling using acquisition data is 82.10% and F1 score 90% and for modeling the leak area localization which has an accuracy value of 85.71% and F1 score 92%. With the performance value as shown in the modeling, it can be concluded that the SVM algorithm can be used to detect water leaks in the water distribution network."
Pemanfaatan Komputasi Awan untuk Pengenalan Ekspresi Wajah menggunakan AWS DeepLens.,"Widojoko, Gregorius Rafael",http://repository.its.ac.id/81986/,"Komunikasi tatap-muka merupakan suatu bentuk interaksi yang sering dilakukan oleh semua orang. Akan tetapi, hal tersebut sulit untuk diimplementasikan bagi penyandang tuna netra, terutama bagi mereka untuk mengenali ekspresi wajah dari lawan bicaranya dan ekspresi wajah dipercayai mempunyai kaitan erat dalam emosi seseorang dan memberikan informasi yang lebih lengkap saat berkomunikasi.  Oleh karena itu, diperlukanlah suatu alat yang bisa membaca ataupun mengenali ekspresi wajah, sehingga para penyandang tuna netra dapat mengenali ekspresi wajah dari lawan bicaranya dengan jelas dan ekspresi itu dikonversikan menjadi informasi non-verbal berupa suara yang mengindikasikan ekspresi dari lawan bicara penyandang tuna netra.Penelitian tentang pengenalan ekspresi wajah kepada penyandang tunanetra telah banyak dilakukan. Akan tetapi, salah satu skenario kendala yang dihadapi dari beberapa penelitian sebelumnya adalah biaya pembuatan dan performa yang kurang sesuai dengan pengguna. Pada penelitian ini akan digunakan perangkat untuk komputasi awan dan pembelajaran mesin AWS DeepLens yang bertujuan untuk mencari performa dari perangkat yang menggunakan layanan komputasi awan AWS dan membandingkannya dengan performa dari alat yang menggunakan pemrograman deep learning tanpa komputasi awan. Semua bentuk keluaran dari perangkat akan menyampaikan informasi pengenalan ekspresi ke pengguna melalui media suara. Keberhasilan algoritma deep learning akan diukur dalam confusion matrix dengan rerata keberhasilan sebesar 73,43 % . Alat yang dikembangkan dari divais AWS DeepLens ini menggunakan sistem komputasi awan dari AWS, dengan harapan alat ini robust secara sistem dan real-time dalam penggunaannya."
